trade_date,signal_date,execution_date,target_return_end_date,ts_code,financial_report_period,financial_ann_date,financial_usable_date
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000005.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000005.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000006.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000006.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000007.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000007.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-08,2022-08-08,2022-08-09,2022-09-05,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-09,2022-08-09,2022-08-10,2022-09-06,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-10,2022-08-10,2022-08-11,2022-09-07,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-11,2022-08-11,2022-08-12,2022-09-08,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-12,2022-08-12,2022-08-15,2022-09-09,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-15,2022-08-15,2022-08-16,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-16,2022-08-16,2022-08-17,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-17,2022-08-17,2022-08-18,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-18,2022-08-18,2022-08-19,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-19,2022-08-19,2022-08-22,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-22,2022-08-22,2022-08-23,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-23,2022-08-23,2022-08-24,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-24,2022-08-24,2022-08-25,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-25,2022-08-25,2022-08-26,,000008.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-26,2022-08-26,2022-08-29,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-29,2022-08-29,2022-08-30,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-30,2022-08-30,2022-08-31,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-08-31,2022-08-31,2022-09-01,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-01,2022-09-01,2022-09-02,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-02,2022-09-02,2022-09-05,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-05,2022-09-05,2022-09-06,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-06,2022-09-06,2022-09-07,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-07,2022-09-07,2022-09-08,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-08,2022-09-08,2022-09-09,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-09-09,2022-09-09,,,000008.SZ,2022-06-30,2022-08-25,2022-08-26
2022-06-20,2022-06-20,2022-06-21,2022-07-18,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-21,2022-06-21,2022-06-22,2022-07-19,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-22,2022-06-22,2022-06-23,2022-07-20,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-23,2022-06-23,2022-06-24,2022-07-21,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-24,2022-06-24,2022-06-27,2022-07-22,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-27,2022-06-27,2022-06-28,2022-07-25,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-28,2022-06-28,2022-06-29,2022-07-26,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-29,2022-06-29,2022-06-30,2022-07-27,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-06-30,2022-06-30,2022-07-01,2022-07-28,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-01,2022-07-01,2022-07-04,2022-07-29,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-04,2022-07-04,2022-07-05,2022-08-01,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-05,2022-07-05,2022-07-06,2022-08-02,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-06,2022-07-06,2022-07-07,2022-08-03,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-07,2022-07-07,2022-07-08,2022-08-04,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-08,2022-07-08,2022-07-11,2022-08-05,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-11,2022-07-11,2022-07-12,2022-08-08,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-12,2022-07-12,2022-07-13,2022-08-09,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-13,2022-07-13,2022-07-14,2022-08-10,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-14,2022-07-14,2022-07-15,2022-08-11,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-15,2022-07-15,2022-07-18,2022-08-12,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-18,2022-07-18,2022-07-19,2022-08-15,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-19,2022-07-19,2022-07-20,2022-08-16,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-20,2022-07-20,2022-07-21,2022-08-17,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-21,2022-07-21,2022-07-22,2022-08-18,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-22,2022-07-22,2022-07-25,2022-08-19,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-25,2022-07-25,2022-07-26,2022-08-22,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-26,2022-07-26,2022-07-27,2022-08-23,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-27,2022-07-27,2022-07-28,2022-08-24,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-28,2022-07-28,2022-07-29,2022-08-25,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-07-29,2022-07-29,2022-08-01,2022-08-26,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-01,2022-08-01,2022-08-02,2022-08-29,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-02,2022-08-02,2022-08-03,2022-08-30,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-03,2022-08-03,2022-08-04,2022-08-31,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-04,2022-08-04,2022-08-05,2022-09-01,000009.SZ,2022-03-31,2022-04-28,2022-04-29
2022-08-05,2022-08-05,2022-08-08,2022-09-02,000009.SZ,2022-03-31,2022-04-28,2022-04-29
